date,open,high,low,close,volume
2023-06-13,1138.9591656822827,1151.946463788879,1134.9647365494955,1150.759521484375,11248016
2023-06-14,1150.827933567815,1166.3488637759137,1149.0019986007082,1164.910888671875,13277380
2023-06-15,1164.888030487722,1169.7954267696327,1157.4471223513988,1165.23046875,11813494
2023-06-16,1168.72265257123,1178.856942021871,1168.72265257123,1176.574462890625,24171579
2023-06-19,1179.5873088461865,1179.5873088461865,1160.7111839901809,1164.8880615234375,6798554
2023-06-20,1162.9480481347903,1170.457299404325,1157.2189687814275,1167.3074951171875,6921096
2023-06-21,1167.2617442064677,1173.127750027222,1163.1533304634168,1170.59423828125,6961603
2023-06-22,1166.8053921892115,1174.702723824018,1155.8494202932393,1157.4471435546875,7619166
2023-06-23,1154.434209748897,1156.4884770186727,1146.7194478373872,1147.974853515625,6628570
2023-06-26,1144.437098137329,1148.2716583591261,1136.0832218598148,1139.210205078125,12641159
2023-06-27,1139.666736088607,1145.578264166708,1135.1474200849475,1139.62109375,9689466
2023-06-28,1147.1760589375283,1158.519990797568,1140.2600374666351,1154.708251953125,11354006
